Country_Name,Regional_Indicator,Ladder_Score,Standard_Error_Of_Ladder_Score,upperwhisker,lowerwhisker,Logged_GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Ladder_Score_In_Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Year
Mexico,Latin America and Caribbean,6.317,0.053,6.42,6.213,9.859,0.831,68.597,0.862,-0.147,0.799,2.43,1.126,0.83,0.634,0.585,0.092,0.089,2.961,2021
Mexico,Latin America and Caribbean,6.465000153,0.048122469,6.559319973,6.370680332,9.797797203,0.838665426,68.29902649,0.858709276,-0.175266623,0.806821585,1.972316742,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,2.662540197,2020
Mexico,Latin America and Caribbean,6.595,,,,1.07,1.323,0.861,0.433,0.074,0.073,,,,,,,,,2019
Mexico,Latin America and Caribbean,6.488,,,,1.038,1.252,0.761,0.479,0.069,0.095,,,,,,,,,2018
Mexico,Latin America and Caribbean,6.578000069,,,,1.153183818,,0.709978998,0.412730008,0.120990433,0.132774115,,,,,,,,2.837154865,2017
Mexico,Latin America and Caribbean,6.778,,6.876,6.68,1.11508,,0.71143,0.37709,0.11735,0.18355,,,,,,,,3.55906,2016
Mexico,Latin America and Caribbean,7.187,0.04176,,,1.02054,,0.81444,0.48181,0.14074,0.21312,,,,,,,,3.60214,2015
Nicaragua,Latin America and Caribbean,5.972,0.083,6.134,5.81,8.62,0.864,67.657,0.836,0.02,0.664,2.43,0.693,0.904,0.604,0.553,0.201,0.176,2.841,2021
Nicaragua,Latin America and Caribbean,6.13710022,0.063886963,6.262318611,6.011881828,8.493160248,0.857497036,67.50717926,0.863902867,0.020959141,0.665950119,1.972316742,0.620033145,1.27081275,0.803093255,0.560117304,0.212871477,0.174084574,2.496081114,2020
Nicaragua,Latin America and Caribbean,6.105,,,,0.694,1.325,0.835,0.435,0.2,0.127,,,,,,,,,2019
Nicaragua,Latin America and Caribbean,6.141,,,,0.668,1.319,0.7,0.527,0.208,0.128,,,,,,,,,2018
Nicaragua,Latin America and Caribbean,6.071000099,,,,0.737299204,,0.653095961,0.447551847,0.301674217,0.130687982,,,,,,,,2.513930559,2017
Nicaragua,Latin America and Caribbean,5.992,,6.107,5.877,0.69384,,0.65213,0.46582,0.29773,0.16292,,,,,,,,2.82428,2016
Nicaragua,Latin America and Caribbean,5.828,0.05371,,,0.59325,,0.74314,0.55475,0.27815,0.19317,,,,,,,,2.32407,2015
Panama,Latin America and Caribbean,6.18,0.073,6.323,6.036,10.35,0.896,69.652,0.872,-0.166,0.856,2.43,1.298,0.976,0.667,0.596,0.079,0.053,2.509,2021
Panama,Latin America and Caribbean,6.304800034,0.059724931,6.421860695,6.187739372,10.03423405,0.902094483,69.60301208,0.880366504,-0.153927714,0.851588905,1.972316742,1.097667813,1.376149297,0.878546536,0.57984978,0.097207308,0.054230526,2.221176147,2020
Panama,Latin America and Caribbean,6.321,,,,1.149,1.442,0.91,0.516,0.109,0.054,,,,,,,,,2019
Panama,Latin America and Caribbean,6.43,,,,1.112,1.438,0.759,0.597,0.125,0.063,,,,,,,,,2018
Panama,Latin America and Caribbean,6.452000141,,,,1.233748436,,0.706156135,0.550026834,0.210556939,0.070983924,,,,,,,,2.307199955,2017
Panama,Latin America and Caribbean,6.701,,6.801,6.601,1.18306,,0.70835,0.48927,0.2418,0.08423,,,,,,,,3.00559,2016
Panama,Latin America and Caribbean,6.786,0.0491,,,1.06353,,0.79661,0.5421,0.24434,0.0927,,,,,,,,2.84848,2015
Paraguay,Latin America and Caribbean,5.653,0.092,5.832,5.473,9.448,0.893,65.9,0.876,0.028,0.882,2.43,0.983,0.97,0.549,0.602,0.206,0.037,2.306,2021
Paraguay,Latin America and Caribbean,5.692100048,0.051957864,5.793937683,5.590262413,9.389982224,0.898727894,65.63993835,0.885923445,0.007997713,0.834788501,1.972316742,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,1.83412528,2020
Paraguay,Latin America and Caribbean,5.743,,,,0.855,1.475,0.777,0.514,0.184,0.08,,,,,,,,,2019
Paraguay,Latin America and Caribbean,5.681,,,,0.835,1.522,0.615,0.541,0.162,0.074,,,,,,,,,2018
Paraguay,Latin America and Caribbean,5.493000031,,,,0.932537317,,0.579250693,0.473507792,0.224150658,0.091065913,,,,,,,,1.68533349,2017
Paraguay,Latin America and Caribbean,5.538,,5.623,5.453,0.89373,,0.58295,0.46235,0.25296,0.07396,,,,,,,,2.16091,2016
Paraguay,Latin America and Caribbean,5.878,0.04563,,,0.75985,,0.66098,0.53899,0.3424,0.08242,,,,,,,,2.18896,2015
Peru,Latin America and Caribbean,5.84,0.075,5.988,5.692,9.458,0.832,68.25,0.822,-0.154,0.891,2.43,0.986,0.833,0.623,0.536,0.087,0.031,2.744,2021
Peru,Latin America and Caribbean,5.796800137,0.061311204,5.916970253,5.67663002,9.456313133,0.831075251,68.10023499,0.824766099,-0.16238822,0.893714964,1.972316742,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,2.213499546,2020
Peru,Latin America and Caribbean,5.697,,,,0.96,1.274,0.854,0.455,0.083,0.027,,,,,,,,,2019
Peru,Latin America and Caribbean,5.663,,,,0.934,1.249,0.674,0.53,0.092,0.034,,,,,,,,,2018
Peru,Latin America and Caribbean,5.715000153,,,,1.035225272,,0.630166113,0.450002879,0.126819715,0.047049087,,,,,,,,2.20726943,2017
Peru,Latin America and Caribbean,5.743,,5.839,5.647,0.99602,,0.62994,0.37502,0.14527,0.05292,,,,,,,,2.73117,2016
Peru,Latin America and Caribbean,5.824,0.04615,,,0.90019,,0.73017,0.41496,0.14982,0.05989,,,,,,,,2.5945,2015
Suriname,Latin America and Caribbean,6.269,,6.465,6.073,1.09686,,0.50933,0.52234,0.16665,0.12692,,,,,,,,3.06852,2016
Suriname,Latin America and Caribbean,6.269,0.09811,,,0.99534,,0.6082,0.59657,0.16991,0.13633,,,,,,,,2.79094,2015
Trinidad & Tobago,Latin America and Caribbean,6.192,,,,1.231,1.477,0.713,0.489,0.185,0.016,,,,,,,,,2019
Trinidad & Tobago,Latin America and Caribbean,6.192,,,,1.223,1.492,0.564,0.575,0.171,0.019,,,,,,,,,2018
Trinidad & Tobago,Latin America and Caribbean,6.191899776,0.114448458,6.416218758,5.967580795,10.26000214,0.91529417,63.5,0.857907116,0.000526841,0.912230611,1.972316742,1.167641521,1.407326221,0.658828557,0.55293113,0.199358255,0.015078396,2.190695763,2020
Trinidad & Tobago,Latin America and Caribbean,6.168000221,,,,1.361355901,,0.519983292,0.518630743,0.325296462,0.008964816,,,,,,,,2.053247452,2017
Trinidad & Tobago,Latin America and Caribbean,6.168,,6.386,5.95,1.32572,,0.52608,0.48453,0.31935,0.01241,,,,,,,,2.51394,2016
Trinidad & Tobago,Latin America and Caribbean,6.168,0.10895,,,1.21183,,0.61483,0.55884,0.31844,0.0114,,,,,,,,2.26882,2015
Uruguay,Latin America and Caribbean,6.431,0.046,6.521,6.341,9.966,0.925,69.1,0.896,-0.092,0.59,2.43,1.164,1.042,0.649,0.625,0.128,0.223,2.6,2021
Uruguay,Latin America and Caribbean,6.440100193,0.045419082,6.529121399,6.351078987,9.948192596,0.92281127,69.00254822,0.892395437,-0.101103112,0.635994136,1.972316742,1.071000457,1.425081134,0.856928885,0.59426707,0.132143691,0.193425074,2.167276382,2020
Uruguay,Latin America and Caribbean,6.293,,,,1.124,1.465,0.891,0.523,0.127,0.15,,,,,,,,,2019
Uruguay,Latin America and Caribbean,6.379,,,,1.093,1.459,0.771,0.625,0.13,0.155,,,,,,,,,2018
Uruguay,Latin America and Caribbean,6.453999996,,,,1.217559695,,0.719216824,0.579392254,0.175096929,0.178061873,,,,,,,,2.172409534,2017
Uruguay,Latin America and Caribbean,6.545,,6.634,6.456,1.18157,,0.72183,0.54388,0.18056,0.21394,,,,,,,,2.67139,2016
Uruguay,Latin America and Caribbean,6.485,0.04539,,,1.06166,,0.8116,0.60362,0.2324,0.24558,,,,,,,,2.32142,2015
Venezuela,Latin America and Caribbean,4.892,0.064,5.017,4.767,9.073,0.861,66.7,0.615,-0.169,0.827,2.43,0.852,0.897,0.574,0.284,0.078,0.072,2.135,2021
Venezuela,Latin America and Caribbean,5.053199768,0.06428051,5.179189682,4.927209854,8.977793694,0.890408158,66.50534058,0.62327832,-0.169090509,0.837038398,1.972316742,0.770238638,1.348546863,0.76702553,0.271717221,0.087179154,0.063624777,1.74484086,2020
Venezuela,Latin America and Caribbean,4.707,,,,0.96,1.427,0.805,0.491,0.064,0.047,,,,,,,,,2019
Venezuela,Latin America and Caribbean,4.806,,,,0.996,1.469,0.657,0.133,0.056,0.052,,,,,,,,,2018
Venezuela,Latin America and Caribbean,5.25,,,,1.128431201,,0.617144227,0.153997123,0.06501963,0.064491123,,,,,,,,1.789463758,2017
Venezuela,Latin America and Caribbean,6.084,,6.195,5.973,1.13367,,0.61904,0.19847,0.0425,0.08304,,,,,,,,2.97468,2016
Venezuela,Latin America and Caribbean,6.81,0.06476,,,1.04424,,0.72052,0.42908,0.05841,0.11069,,,,,,,,3.19131,2015
Algeria,Middle East and North Africa,4.887,0.053,4.991,4.783,9.342,0.802,66.005,0.48,-0.067,0.752,2.43,0.946,0.765,0.552,0.119,0.144,0.12,2.242,2021
Algeria,Middle East and North Africa,5.005099773,0.044236008,5.09180212,4.918397427,9.537964821,0.803385139,65.90517426,0.466610909,-0.121105164,0.735485137,1.972316742,0.943856001,1.143003583,0.745418549,0.083943799,0.118915014,0.129190654,1.840811729,2020
Algeria,Middle East and North Africa,5.211,,,,1.002,1.16,0.785,0.086,0.073,0.114,,,,,,,,,2019
Algeria,Middle East and North Africa,5.295,,,,0.979,1.154,0.687,0.077,0.055,0.135,,,,,,,,,2018
Algeria,Middle East and North Africa,5.872000217,,,,1.091864467,,0.617584646,0.233335808,0.069436647,0.14609611,,,,,,,,2.567603827,2017
Algeria,Middle East and North Africa,6.355,,6.483,6.227,1.05266,,0.61804,0.21006,0.07044,0.16157,,,,,,,,3.40904,2016
Algeria,Middle East and North Africa,5.605,0.05099,,,0.93929,,0.61766,0.28579,0.07822,0.17383,,,,,,,,2.43209,2015
Bahrain,Middle East and North Africa,6.647,0.068,6.779,6.514,10.669,0.862,69.495,0.925,0.089,0.722,2.43,1.409,0.899,0.662,0.661,0.246,0.139,2.631,2021
Bahrain,Middle East and North Africa,6.227300167,0.081882261,6.387789249,6.066811085,10.67638016,0.876342118,68.5,0.905855775,0.13372919,0.7393471,1.972316742,1.296692252,1.31532371,0.838836372,0.610399902,0.287453711,0.126697257,1.751917362,2020
Bahrain,Middle East and North Africa,6.199,,,,1.362,1.368,0.871,0.536,0.255,0.11,,,,,,,,,2019
Bahrain,Middle East and North Africa,6.105,,,,1.338,1.366,0.698,0.594,0.243,0.123,,,,,,,,,2018
Bahrain,Middle East and North Africa,6.086999893,,,,1.488412261,,0.653133035,0.536746919,0.172668487,0.25704217,,,,,,,,1.656149387,2017
Bahrain,Middle East and North Africa,6.218,,6.308,6.128,1.44024,,0.65696,0.47375,0.17147,0.25772,,,,,,,,2.27405,2016
Bahrain,Middle East and North Africa,5.96,0.05412,,,1.32376,,0.74716,0.45492,0.17362,0.306,,,,,,,,1.73797,2015
Egypt,Middle East and North Africa,4.283,0.045,4.371,4.195,9.367,0.75,61.998,0.749,-0.182,0.795,2.43,0.954,0.647,0.426,0.446,0.069,0.092,1.648,2021
Egypt,Middle East and North Africa,4.151400089,0.035979424,4.221919537,4.080880642,9.316541672,0.735447824,61.78015137,0.708354175,-0.196878314,0.787726879,1.972316742,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,2020
Egypt,Middle East and North Africa,4.166,,,,0.913,1.039,0.644,0.491,0.076,0.067,,,,,,,,,2019
Egypt,Middle East and North Africa,4.419,,,,0.885,1.025,0.553,0.312,0.092,0.107,,,,,,,,,2018
Egypt,Middle East and North Africa,4.735000134,,,,0.989701807,,0.520187259,0.282110155,0.128631443,0.114381365,,,,,,,,1.702161074,2017
Egypt,Middle East and North Africa,4.362,,4.465,4.259,0.95395,,0.52116,0.18847,0.12706,0.10393,,,,,,,,1.96895,2016
Egypt,Middle East and North Africa,4.194,0.0326,,,0.8818,,0.61712,0.17288,0.11291,0.06324,,,,,,,,1.59927,2015
Iran,Middle East and North Africa,4.721,0.055,4.828,4.614,9.584,0.71,66.3,0.608,0.218,0.714,2.43,1.03,0.557,0.561,0.275,0.33,0.144,1.823,2021
Iran,Middle East and North Africa,4.672399998,0.055878021,4.78192091,4.562879086,9.813719749,0.694689691,66.00614929,0.647873282,0.117891103,0.714635968,1.972316742,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,2020
Iran,Middle East and North Africa,4.548,,,,1.1,0.842,0.785,0.491,0.27,0.125,,,,,,,,,2019
Iran,Middle East and North Africa,4.707,,,,1.059,0.771,0.691,0.459,0.282,0.129,,,,,,,,,2018
Iran,Middle East and North Africa,4.691999912,,,,1.156873107,,0.639333189,0.249322608,0.387242913,0.048761073,,,,,,,,1.498734951,2017
Iran,Middle East and North Africa,4.813,,4.923,4.703,1.11758,,0.64232,0.22544,0.38538,0.0557,,,,,,,,1.99817,2016
Iran,Middle East and North Africa,4.686,0.04449,,,1.0088,,0.69805,0.30033,0.38086,0.05863,,,,,,,,1.6944,2015
Iraq,Middle East and North Africa,4.854,0.059,4.97,4.738,9.24,0.746,60.583,0.63,-0.053,0.875,2.43,0.91,0.638,0.381,0.302,0.153,0.041,2.429,2021
Iraq,Middle East and North Africa,4.784800053,0.077791877,4.937272072,4.632328033,9.661095619,0.747694969,59.90354919,0.633182645,-0.06956476,0.82226181,1.972316742,0.982018709,1.011466622,0.529350698,0.283588052,0.153002068,0.073164992,1.752173662,2020
Iraq,Middle East and North Africa,4.437,,,,1.043,0.98,0.574,0.491,0.148,0.089,,,,,,,,,2019
Iraq,Middle East and North Africa,4.456,,,,1.01,0.971,0.536,0.304,0.148,0.095,,,,,,,,,2018
Iraq,Middle East and North Africa,4.497000217,,,,1.102710485,,0.50118047,0.288555533,0.199637264,0.107215755,,,,,,,,1.318907261,2017
Iraq,Middle East and North Africa,4.575,,4.704,4.446,1.07474,,0.51076,0.24856,0.19589,0.13636,,,,,,,,1.81657,2016
Iraq,Middle East and North Africa,4.677,0.05232,,,0.98549,,0.60237,0,0.17922,0.13788,,,,,,,,1.95335,2015
Israel,Middle East and North Africa,7.157,0.034,7.224,7.09,10.575,0.939,73.503,0.8,0.031,0.753,2.43,1.376,1.074,0.788,0.509,0.208,0.119,3.083,2021
Israel,Middle East and North Africa,7.128600121,0.042515181,7.211929798,7.045270443,10.41752529,0.913571239,73.20025635,0.747580588,0.10259372,0.78085506,1.972316742,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,2.713358402,2020
Israel,Middle East and North Africa,7.139,,,,1.276,1.455,1.029,0.371,0.261,0.082,,,,,,,,,2019
Israel,Middle East and North Africa,6.814,,,,1.301,1.559,0.883,0.533,0.354,0.272,,,,,,,,,2018
Israel,Middle East and North Africa,7.212999821,,,,1.375382423,,0.838404,0.405988604,0.330082655,0.0852421,,,,,,,,2.801757336,2017
Israel,Middle East and North Africa,7.267,,7.335,7.199,1.33766,,0.84917,0.36432,0.32288,0.08728,,,,,,,,3.31029,2016
Israel,Middle East and North Africa,7.278,0.0347,,,1.22857,,0.91387,0.41319,0.33172,0.07785,,,,,,,,3.08854,2015
Jordan,Middle East and North Africa,4.395,0.062,4.516,4.273,9.182,0.767,67,0.755,-0.167,0.705,2.43,0.89,0.685,0.583,0.455,0.079,0.15,1.553,2021
Jordan,Middle East and North Africa,4.633399963,0.058751218,4.748552322,4.518247604,9.025999069,0.80216372,66.79975128,0.75104779,-0.162565202,0.700344324,1.972316742,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,2020
Jordan,Middle East and North Africa,4.906,,,,0.837,1.225,0.815,0.491,0.11,0.13,,,,,,,,,2019
Jordan,Middle East and North Africa,5.161,,,,0.822,1.265,0.645,0.468,0.13,0.134,,,,,,,,,2018
Jordan,Middle East and North Africa,5.335999966,,,,0.991012394,,0.604590058,0.418421149,0.17217046,0.119803272,,,,,,,,1.791176558,2017
Jordan,Middle East and North Africa,5.303,,5.419,5.187,0.99673,,0.60712,0.36023,0.14262,0.13297,,,,,,,,2.20142,2016
Jordan,Middle East and North Africa,5.192,0.04524,,,0.90198,,0.69639,0.40661,0.11053,0.14293,,,,,,,,1.87996,2015
Kuwait,Middle East and North Africa,6.106,0.066,6.235,5.977,10.817,0.843,66.9,0.867,-0.104,0.736,2.43,1.461,0.857,0.58,0.591,0.12,0.13,2.368,2021
Kuwait,Middle East and North Africa,6.102099895,0.053297732,6.206563473,5.997636318,11.08982468,0.846475244,66.76764679,0.872366488,-0.100184701,0.760849059,1.972316742,1.424833655,1.244779825,0.776468933,0.570261419,0.132751092,0.112814933,1.840167999,2020
Kuwait,Middle East and North Africa,6.021,,,,1.5,1.319,0.808,0.493,0.142,0.097,,,,,,,,,2019
Kuwait,Middle East and North Africa,6.083,,,,1.474,1.301,0.675,0.554,0.167,0.106,,,,,,,,,2018
Kuwait,Middle East and North Africa,6.105000019,,,,1.632952452,,0.632105708,0.496337593,0.228289798,0.21515955,,,,,,,,1.640425205,2017
Kuwait,Middle East and North Africa,6.239,,6.324,6.154,1.61714,,0.63569,0.43166,0.15965,0.23669,,,,,,,,2.28085,2016
Kuwait,Middle East and North Africa,6.295,0.04456,,,1.55422,,0.72492,0.55499,0.16228,0.25609,,,,,,,,1.87634,2015
Lebanon,Middle East and North Africa,4.584,0.055,4.691,4.477,9.626,0.848,67.355,0.525,-0.073,0.898,2.43,1.045,0.868,0.595,0.175,0.14,0.026,1.736,2021
Lebanon,Middle East and North Africa,4.771500111,0.043753985,4.857257843,4.685742378,9.3617239,0.824338138,67.10658264,0.551357508,-0.06121527,0.90225625,1.972316742,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,2020
Lebanon,Middle East and North Africa,5.197,,,,0.987,1.224,0.815,0.216,0.166,0.027,,,,,,,,,2019
Lebanon,Middle East and North Africa,5.358,,,,0.965,1.179,0.785,0.503,0.214,0.136,,,,,,,,,2018
Lebanon,Middle East and North Africa,5.224999905,,,,1.074987531,,0.735081077,0.288515985,0.264450759,0.03751383,,,,,,,,1.695073843,2017
Lebanon,Middle East and North Africa,5.129,,5.227,5.031,1.12268,,0.76171,0.26228,0.23693,0.03061,,,,,,,,2.07339,2016
Lebanon,Middle East and North Africa,4.839,0.04337,,,1.02564,,0.83947,0.33916,0.21854,0.04582,,,,,,,,1.57059,2015
Libya,Middle East and North Africa,5.41,0.076,5.558,5.262,9.622,0.827,62.3,0.771,-0.087,0.667,2.43,1.044,0.821,0.435,0.474,0.131,0.174,2.331,2021
Libya,Middle East and North Africa,5.488800049,0.060677204,5.607727528,5.36987257,9.789815903,0.825942934,62.29999924,0.773157001,-0.085054487,0.668779135,1.972316742,1.021913767,1.196283698,0.615626633,0.451354057,0.142757699,0.172258079,1.888563156,2020
Libya,Middle East and North Africa,5.525,,,,1.044,1.303,0.673,0.416,0.133,0.152,,,,,,,,,2019
Libya,Middle East and North Africa,5.566,,,,0.985,1.35,0.553,0.496,0.116,0.148,,,,,,,,,2018
Libya,Middle East and North Africa,5.525000095,,,,1.101803064,,0.52016902,0.46573323,0.152073666,0.09261021,,,,,,,,1.835011244,2017
Libya,Middle East and North Africa,5.615,,5.824,5.406,1.06688,,0.52304,0.40672,0.17087,0.10339,,,,,,,,2.39374,2016
Libya,Middle East and North Africa,5.754,0.07832,,,1.13145,,0.7038,0.41668,0.18295,0.11023,,,,,,,,2.09066,2015
Morocco,Middle East and North Africa,4.918,0.06,5.036,4.8,8.903,0.56,66.208,0.774,-0.236,0.801,2.43,0.792,0.219,0.558,0.477,0.034,0.088,2.749,2021
Morocco,Middle East and North Africa,5.094799995,0.05565045,5.203875065,4.985724926,8.940313339,0.592628479,65.89624023,0.772072434,-0.240377247,0.815724611,1.972316742,0.75862211,0.645208478,0.745096922,0.450054139,0.040032551,0.077385604,2.378402472,2020
Morocco,Middle East and North Africa,5.208,,,,0.801,0.782,0.782,0.418,0.036,0.076,,,,,,,,,2019
Morocco,Middle East and North Africa,5.254,,,,0.779,0.797,0.669,0.46,0.026,0.074,,,,,,,,,2018
Morocco,Middle East and North Africa,5.235000134,,,,0.878114581,,0.597710669,0.408158332,0.032209955,0.087763183,,,,,,,,2.456189394,2017
Morocco,Middle East and North Africa,5.151,,5.244,5.058,0.84058,,0.59471,0.25646,0.04053,0.08404,,,,,,,,2.94891,2016
Morocco,Middle East and North Africa,5.013,0.0342,,,0.73479,,0.60954,0.41691,0.07172,0.08546,,,,,,,,2.45373,2015
Palestinian Territories,Middle East and North Africa,4.517,0.067,4.649,4.384,8.485,0.826,62.25,0.653,-0.163,0.821,2.43,0.646,0.819,0.434,0.33,0.082,0.075,2.131,2021
Palestinian Territories,Middle East and North Africa,4.552800179,0.055874817,4.662314892,4.443285465,8.389223099,0.825295925,62.25,0.645791829,-0.162079096,0.824199975,1.972316742,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.071913652,1.693985701,2020
Palestinian Territories,Middle East and North Africa,4.696,,,,0.657,1.247,0.672,0.491,0.103,0.066,,,,,,,,,2019
Palestinian Territories,Middle East and North Africa,4.743,,,,0.642,1.217,0.602,0.266,0.086,0.076,,,,,,,,,2018
Palestinian Territories,Middle East and North Africa,4.775000095,,,,0.716249228,,0.565666974,0.254711062,0.114173174,0.089282602,,,,,,,,1.878890276,2017
Palestinian Territories,Middle East and North Africa,4.754,,4.859,4.649,0.67024,,0.56844,0.17744,0.11154,0.10613,,,,,,,,2.40364,2016
Palestinian Territories,Middle East and North Africa,4.715,0.04394,,,0.59867,,0.66015,0.24499,0.11251,0.12905,,,,,,,,2.04384,2015
Qatar,Middle East and North Africa,6.374,,,,1.684,1.313,0.871,0.555,0.22,0.167,,,,,,,,,2019
Qatar,Middle East and North Africa,6.374,,,,1.649,1.303,0.748,0.654,0.256,0.171,,,,,,,,,2018
Qatar,Middle East and North Africa,6.375,,,,1.870765686,,0.710098088,0.604130983,0.33047387,0.439299256,,,,,,,,1.14546442,2017
Qatar,Middle East and North Africa,6.375,,6.572,6.178,1.82427,,0.71723,0.56679,0.32388,0.48049,,,,,,,,1.58224,2016
Qatar,Middle East and North Africa,6.611,0.06257,,,1.69042,,0.79733,0.6404,0.32573,0.52208,,,,,,,,1.55674,2015
Saudi Arabia,Middle East and North Africa,6.494,0.056,6.604,6.384,10.743,0.891,66.603,0.877,-0.149,0.684,2.43,1.435,0.964,0.571,0.603,0.09,0.163,2.668,2021
Saudi Arabia,Middle East and North Africa,6.406499863,0.056533612,6.517305851,6.295693874,10.79781246,0.874067068,66.30514526,0.854191244,-0.168695062,0.682619512,1.972316742,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,2.203118801,2020
Saudi Arabia,Middle East and North Africa,6.375,,,,1.403,1.357,0.795,0.439,0.08,0.132,,,,,,,,,2019
Saudi Arabia,Middle East and North Africa,6.371,,,,1.379,1.331,0.633,0.509,0.098,0.127,,,,,,,,,2018
Saudi Arabia,Middle East and North Africa,6.343999863,,,,1.530623555,,0.59014833,0.449750572,0.147616014,0.273432255,,,,,,,,2.065429688,2017
Tunisia,Middle East and North Africa,4.596,0.058,4.709,4.484,9.266,0.691,67.201,0.656,-0.201,0.87,2.43,0.919,0.515,0.59,0.334,0.057,0.044,2.138,2021
Tunisia,Middle East and North Africa,4.392199993,0.049670532,4.489554405,4.294845581,9.314972878,0.688718557,66.89785767,0.593361557,-0.216413811,0.867590249,1.972316742,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,1.528496742,2020
Tunisia,Middle East and North Africa,4.461,,,,0.921,1,0.815,0.491,0.059,0.055,,,,,,,,,2019
Tunisia,Middle East and North Africa,4.592,,,,0.9,0.906,0.69,0.271,0.04,0.063,,,,,,,,,2018
Tunisia,Middle East and North Africa,4.804999828,,,,1.007265806,,0.613212049,0.28968069,0.049693357,0.086723149,,,,,,,,1.89025116,2017
Tunisia,Middle East and North Africa,5.045,,5.125,4.965,0.97724,,0.59577,0.23553,0.03936,0.0817,,,,,,,,2.68413,2016
Tunisia,Middle East and North Africa,4.739,0.03589,,,0.88113,,0.73793,0.26268,0.06431,0.06358,,,,,,,,2.12466,2015
Turkey,Middle East and North Africa,4.948,0.046,5.038,4.857,10.24,0.822,67.199,0.576,-0.139,0.776,2.43,1.26,0.809,0.59,0.236,0.097,0.104,1.852,2021
Turkey,Middle East and North Africa,5.131800175,0.039838459,5.20988369,5.05371666,10.12941933,0.826313555,66.90281677,0.608830452,-0.171046436,0.748197377,1.972316742,1.127169251,1.197159171,0.781335294,0.25440076,0.085885569,0.120983243,1.564816713,2020
Turkey,Middle East and North Africa,5.373,,,,1.183,1.36,0.808,0.195,0.083,0.106,,,,,,,,,2019
Turkey,Middle East and North Africa,5.483,,,,1.148,1.38,0.686,0.324,0.106,0.109,,,,,,,,,2018
Turkey,Middle East and North Africa,5.5,,,,1.198274374,,0.637605608,0.3007406,0.046693042,0.09967158,,,,,,,,1.879277945,2017
Turkey,Middle East and North Africa,5.389,,5.483,5.295,1.16492,,0.64718,0.23889,0.04707,0.12348,,,,,,,,2.29074,2016
Turkey,Middle East and North Africa,5.332,0.03864,,,1.06098,,0.73172,0.22815,0.12253,0.15746,,,,,,,,2.08528,2015
United Arab Emirates,Middle East and North Africa,6.561,0.039,6.637,6.484,11.085,0.844,67.333,0.932,0.074,0.589,2.43,1.555,0.86,0.594,0.67,0.236,0.223,2.422,2021
United Arab Emirates,Middle East and North Africa,6.790800095,0.040698379,6.870568752,6.711031437,11.1099987,0.849181116,67.08278656,0.941345513,0.123450845,0.594502211,1.972316742,1.431086421,1.251170993,0.787814438,0.652936101,0.28065598,0.220213518,2.166965961,2020
United Arab Emirates,Middle East and North Africa,6.825,,,,1.503,1.31,0.825,0.598,0.262,0.182,,,,,,,,,2019
United Arab Emirates,Middle East and North Africa,6.774,,,,2.096,0.776,0.67,0.284,0.186,N/A,,,,,,,,,2018
United Arab Emirates,Middle East and North Africa,6.647999763,,,,1.626343369,,0.726798236,0.60834527,0.360941947,0.324489564,,,,,,,,1.734703541,2017
United Arab Emirates,Middle East and North Africa,6.573,,6.652,6.494,1.57352,,0.72993,0.56215,0.26591,0.35561,,,,,,,,2.21507,2016
United Arab Emirates,Middle East and North Africa,6.901,0.03729,,,1.42727,,0.80925,0.64157,0.26428,0.38583,,,,,,,,2.24743,2015
Yemen,Middle East and North Africa,3.658,0.07,3.794,3.521,7.578,0.832,57.122,0.602,-0.147,0.8,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,2021
Yemen,Middle East and North Africa,3.527400017,0.054158084,3.633549929,3.421250105,7.759682655,0.817980587,56.72728348,0.599920273,-0.157735437,0.800287724,1.972316742,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,2020
Yemen,Middle East and North Africa,3.38,,,,0.287,1.163,0.463,0.491,0.108,0.077,,,,,,,,,2019
Yemen,Middle East and North Africa,3.355,,,,0.442,1.073,0.343,0.244,0.083,0.064,,,,,,,,,2018
Yemen,Middle East and North Africa,3.592999935,,,,0.591683447,,0.310080916,0.249463722,0.104125209,0.056767423,,,,,,,,1.345600605,2017
